"director_facebook_likes","cast_total_facebook_likes","num_voted_users","num_user_for_reviews","imdb_score","movie_facebook_likes","Revenue","Budget","profit","response"
116,14087,156717,357,6.4,0,177371441,50000000,127371441,1
107,4243,171418,619,6.4,17000,126248813,40000000,86248813,1
94,7014,75152,288,5.8,0,190212113,40000000,150212113,1
138,14619,181879,319,7.6,0,243240178,40000000,203240178,1
97,20645,123553,174,7.3,25000,306941670,145000000,161941670,1
124,17050,83786,231,7.5,0,22222308,20000000,2222308,1
129,28886,318634,1004,7.7,52000,244931766,40000000,204931766,1
128,16751,71754,166,7.2,0,107458785,40000000,67458785,1
107,2848,59248,164,5.6,48000,15008161,12000000,3008161,1
98,2373,23546,92,6.3,819,12348905,2500000,9848905,1
130,13357,213668,270,7.8,0,368875760,40000000,328875760,1
121,1184,145580,351,7.7,0,48027970,6000000,42027970,1
74,5713,162331,332,6.3,0,231449203,55000000,176449203,1
155,3677,189032,560,7.9,0,43101594,15000000,28101594,1
90,34779,83234,475,5.7,30000,10337387,4800000,5537387,1
118,1844,275720,706,8.6,41000,6600000,3180000,3420000,1
89,485,149108,273,7.6,0,92823546,16000000,76823546,1
144,18761,137003,658,6.9,0,117487473,65000000,52487473,1
135,1439,77029,466,5.4,0,74208267,60000000,14208267,1
91,13654,163130,1264,5,6000,163403799,60000000,103403799,1
94,1289,301149,509,7.7,78000,151119219,30000000,121119219,1
130,28018,153468,204,7.3,0,151668774,18000000,133668774,1
82,303717,75345,290,5.2,0,186167139,40000000,146167139,1
172,1785,165638,301,8.3,8000,5e+06,4000000,1e+06,1
133,26388,112175,329,7.5,11000,160638883,30000000,130638883,1
101,2609,93272,251,6.5,0,54956140,20000000,34956140,1
105,3464,126464,175,7.3,0,316360478,15000000,301360478,1
105,3697,99043,643,5.8,0,73648228,60000000,13648228,1
87,4073,22838,56,4.4,0,342695435,75000000,267695435,1
115,2466,76303,376,5.6,0,33333531,30000000,3333531,1
98,17582,90374,318,6.7,0,106371651,41300000,65071651,1
129,36069,89424,224,7.2,0,48814909,32000000,16814909,1
158,144,55889,390,6.4,0,66976317,60000000,6976317,1
85,3112,117212,367,7.2,0,145771527,80000000,65771527,1
115,31523,142440,505,6.3,3000,195735876,70000000,125735876,1
125,45696,95437,211,5.7,9000,216485654,52000000,164485654,1
97,6223,149222,749,6.9,0,75902208,10500000,65402208,1
120,705,179235,2814,7.1,13000,611899420,30000000,581899420,1
105,1006,59805,95,6.4,0,51164106,26000000,25164106,1
102,46186,130094,471,6.4,0,98185582,29000000,69185582,1
121,2027,60573,248,3.7,894,164508066,160000000,4508066,1
91,6576,105902,206,6.2,0,287594577,150000000,137594577,1
89,3462,200293,621,7.8,16000,12827813,10000000,2827813,1
90,34565,201084,523,6.6,0,60780981,28000000,32780981,1
133,12874,298590,559,7,0,219076518,30000000,189076518,1
102,14552,85833,113,6.7,17000,268426634,100000000,168426634,1
95,10040,105591,178,7.1,10000,6854611,2500000,4354611,1
101,4298,54421,101,5.8,3000,84601681,40000000,44601681,1
109,328,95362,270,7.9,62000,11176469,3000000,8176469,1
101,7227,355810,889,7.9,15000,100523181,8000000,92523181,1
85,2496,80193,333,8.1,3000,8e+06,750000,7250000,1
85,332,90827,329,7.9,26000,20710513,160000,20550513,1
110,939,96690,293,6.6,0,56932305,55000000,1932305,1
119,53895,152591,414,7.3,0,75225693,35000000,40225693,1
129,15595,81298,341,6.9,39000,55247881,40000000,15247881,1
99,25942,155532,543,6.5,0,147080413,102000000,45080413,1
145,2380,119286,548,7.3,0,162242962,85000000,77242962,1
112,1372,89906,175,8,13000,19777647,14000000,5777647,1
120,1573,77392,245,8.2,0,9600000,1900000,7700000,1
129,2551,89972,126,6.1,0,411006740,25000000,386006740,1
129,14344,80140,323,6.5,16000,105197635,50000000,55197635,1
128,3888,36587,95,6,0,214015089,55000000,159015089,1
87,760,62038,281,6.5,0,44196684,9000000,35196684,1
91,2954,84209,201,5.2,0,183293131,26000000,157293131,1
101,2636,85673,269,6.1,0,93354918,60000000,33354918,1
124,3424,49536,379,5.9,0,215663859,75000000,140663859,1
123,43917,87351,344,6.1,2000,147845033,57000000,90845033,1
110,847,68417,195,5.6,0,130431368,54000000,76431368,1
107,17627,106111,181,7,49000,59389433,15000000,44389433,1
108,2178,94456,576,5.3,0,68766121,40000000,28766121,1
153,1383,188637,815,7.9,11000,186438883,28000000,158438883,1
98,2287,126746,600,6.2,0,223387299,55000000,168387299,1
103,4662,54242,145,6.6,14000,41296320,19800000,21496320,1
124,36873,111003,199,7.1,22000,120081841,50000000,70081841,1
106,11454,70838,208,5.6,18000,183018522,85000000,98018522,1
98,3617,71183,183,7.4,0,61399552,15000000,46399552,1
94,6017,86347,191,7.1,0,139804348,53000000,86804348,1
95,2020,57479,205,5.4,0,101564935,18000000,83564935,1
113,36009,46480,115,6.4,12000,44907260,40000000,4907260,1
101,1852,76882,106,6.5,29000,99357138,25000000,74357138,1
102,2103,181749,615,7.8,0,3151130,27000,3124130,1
109,3148,65979,220,6.3,999,35294470,30000000,5294470,1
121,1531,60508,285,6.7,4000,89456761,65000000,24456761,1
134,3007,33570,259,3.6,1000,19300000,17000000,2300000,1
110,44798,168172,380,6.5,0,230685453,80000000,150685453,1
116,14931,65297,602,6.6,0,127666415,62000000,65666415,1
111,4486,104119,518,6.2,26000,97138686,40000000,57138686,1
194,19600,217373,942,7.2,0,211643158,130000000,81643158,1
102,60646,88451,289,7.1,0,119000410,75000000,44000410,1
102,5392,44662,127,5.2,0,169852759,80000000,89852759,1
136,2997,140527,447,8,13000,33395426,3200000,30195426,1
118,28479,90046,141,6.2,17000,46216641,35000000,11216641,1
111,13645,94049,301,6.2,0,165335153,37000000,128335153,1
113,3141,143137,602,7.6,10000,47126295,30000000,17126295,1
106,4830,15310,38,5.7,3000,70181428,24000000,46181428,1
98,3345,181058,674,6.7,0,53302314,23000000,30302314,1
96,19894,198111,365,7.2,14000,96408652,15000000,81408652,1
101,3400,195255,170,6.9,0,92380927,28000000,64380927,1
103,16249,107772,398,5.4,0,85416905,35000000,50416905,1
114,2842,109445,426,5.9,0,141069860,40000000,101069860,1
175,669,40277,210,7.4,0,50750000,22000000,28750000,1
139,848,236000,1043,7.8,14000,120175290,40000000,80175290,1
87,4774,73886,165,7,25000,81491068,39000000,42491068,1
94,3889,132963,302,6.5,0,119754278,16000000,103754278,1
129,2024,113065,337,6.9,0,68851475,20000000,48851475,1
102,1655,187595,978,7.6,0,26781723,2500000,24281723,1
113,813,172080,1017,7.2,0,306776732,45000000,261776732,1
103,33565,72673,166,6.3,0,40452643,25000000,15452643,1
125,19809,117719,306,7.5,39000,112544580,35000000,77544580,1
115,9082,57040,365,6.1,0,91036760,25000000,66036760,1
146,20454,266310,690,7.7,14000,130293714,70000000,60293714,1
122,19764,132954,514,5.9,0,128905366,65000000,63905366,1
134,39789,259837,2254,7.7,13000,178043761,14000000,164043761,1
127,3100,154199,252,7,0,5.05e+08,22000000,4.83e+08,1
122,31958,146352,288,5.8,42000,371876278,130000000,241876278,1
98,2376,76094,233,7.6,37000,100129872,12000000,88129872,1
120,13581,293662,836,7.6,0,217764291,65000000,152764291,1
138,17524,53251,188,6.3,0,10629321,8000000,2629321,1
98,22318,89557,376,5.8,0,141591324,40000000,101591324,1
113,23456,66579,134,5.7,20000,142044638,56000000,86044638,1
101,1292,77987,120,6.1,0,49830607,19000000,30830607,1
87,1417,97089,233,5.7,20000,78309131,60000000,18309131,1
93,2872,45317,536,5.6,0,40846082,19000000,21846082,1
107,14483,75347,176,5.6,0,55583804,30000000,25583804,1
138,1942,338415,935,8,12000,156822020,25000000,131822020,1
149,31349,99558,236,7.4,0,152266007,40000000,112266007,1
93,42002,30765,252,4.9,963,34872033,11000000,23872033,1
86,3423,16580,55,5.4,916,57881056,45000000,12881056,1
117,15371,158267,559,6.7,0,155010032,54000000,101010032,1
106,12418,55539,147,7,20000,28883511,10000000,18883511,1
121,39690,67797,285,7.3,30000,74188937,25000000,49188937,1
124,38227,88225,227,6.3,0,159330280,60000000,99330280,1
97,14025,111625,369,6.2,20000,37930465,15000000,22930465,1
107,31529,46961,132,6.2,0,69055695,32000000,37055695,1
123,3768,71708,307,7,0,77745568,48000000,29745568,1
118,15658,218771,651,7.2,0,113714830,46000000,67714830,1
101,5056,92640,212,7,23000,24261569,20000000,4261569,1
202,20143,63923,156,7.7,0,48169908,34000000,14169908,1
87,3287,33884,79,4.6,266,176104344,70000000,106104344,1
100,12258,76770,203,4.9,0,62357900,60000000,2357900,1
106,8315,102167,483,5.8,0,204999686,52000000,152999686,1
102,23352,22449,191,4.8,387,30114487,25000000,5114487,1
113,24106,149019,666,6.1,0,350983908,180000000,170983908,1
99,19334,31968,82,4.6,663,138259062,40000000,98259062,1
94,3436,29971,71,5.4,0,45236543,28000000,17236543,1
101,23328,70205,450,5.9,0,122644820,25000000,97644820,1
96,17416,62424,90,6.5,13000,282570682,135000000,147570682,1
104,33903,99236,321,7.5,0,50907234,20000000,30907234,1
95,2173,49888,220,5,25000,52302796,20000000,32302796,1
94,2812,88241,266,6.7,23000,68572378,13000000,55572378,1
100,34446,111658,297,7.2,20000,13831503,2000000,11831503,1
94,2820,67191,108,6,14000,187361754,55000000,132361754,1
100,4094,71276,181,6.4,13000,29922472,19000000,10922472,1
99,450,36108,260,5.7,0,72500000,7000000,65500000,1
159,11424,227071,1500,7.3,10000,162091208,65000000,97091208,1
134,4453,95241,439,7.8,11000,56505065,25000000,31505065,1
118,5637,150764,318,6.6,0,177995103,80000000,97995103,1
112,18141,206104,850,6.8,0,196397415,48000000,148397415,1
125,16646,85844,322,6.7,0,75764085,60000000,15764085,1
130,2407,106528,257,6.2,0,137298489,85000000,52298489,1
116,31224,58450,842,6.4,0,67312826,60000000,7312826,1
98,656730,267921,577,7.2,0,90574188,26000000,64574188,1
113,1302,88132,274,6.2,0,212404396,66000000,146404396,1
94,4868,36666,144,5.3,0,62646763,18000000,44646763,1
68,10557,183425,425,7,0,67683989,16500000,51183989,1
98,20060,294163,718,8.1,33000,30857814,16000000,14857814,1
123,1690,175524,752,7.2,0,289317794,25000000,264317794,1
93,22745,84070,526,7.5,0,54600000,7000000,47600000,1
127,1557,70382,190,7.9,33000,19839492,8900000,10939492,1
130,16693,181737,1015,7.4,10000,30652890,10000000,20652890,1
114,4537,71842,152,7.1,0,79567667,12000000,67567667,1
99,50284,105585,419,5.6,0,125586134,17000000,108586134,1
135,8355,76099,162,6.7,0,136982834,75000000,61982834,1
96,12754,186606,1125,7.5,0,60740827,32000000,28740827,1
101,39269,107817,255,5.4,14000,246984278,80000000,166984278,1
81,2268,8860,45,4.5,279,63800345,37000000,26800345,1
99,23755,80617,190,6.5,36000,27462041,15000000,12462041,1
98,7039,52805,209,5.2,0,87840042,40000000,47840042,1
136,36925,67856,345,6.7,0,108103450,100000000,8103450,1
113,15914,30213,112,6.8,0,110879513,19000000,91879513,1
119,29484,70292,274,6.7,8000,65754228,40000000,25754228,1
84,3382,94172,179,5.9,0,300135367,133000000,167135367,1
138,19129,414219,625,8.3,11000,126216940,35000000,91216940,1
135,1591,139288,339,7.7,0,303788635,20000000,283788635,1
113,26239,144053,395,6.3,0,494471524,92000000,402471524,1
122,22574,57210,158,6.8,13000,31554855,15000000,16554855,1
94,4530,68406,162,5.4,0,129832389,60000000,69832389,1
104,4487,108076,1690,5.1,0,249288105,100000000,149288105,1
119,3525,22304,33,6.2,894,44352417,27000000,17352417,1
121,3903,89509,524,5.7,2000,211989043,100000000,111989043,1
110,5187,101386,289,7.1,0,86658558,70000000,16658558,1
106,30,6920,22,6.7,0,2.4e+07,22000000,2e+06,1
106,18712,20810,100,7.1,0,10835752,10000000,835752,1
101,2436,162701,962,7.4,19000,41227069,11000000,30227069,1
135,27237,54631,192,7.5,0,182016617,24000000,158016617,1
108,1569,62271,277,5.8,0,178127760,116000000,62127760,1
88,1584,49820,311,6.6,0,44793222,5000000,39793222,1
121,19139,39529,142,6.7,1000,50068310,50000000,68310,1
120,36062,95367,260,6.9,33000,114156230,38000000,76156230,1
120,33615,148490,537,7.4,0,50315140,48000000,2315140,1
105,42473,88035,201,7.1,10000,43318349,26000000,17318349,1
92,488,97775,211,6.5,0,52615806,52000000,615806,1
130,2684,133076,779,6.4,0,325756637,120000000,205756637,1
116,845,102895,159,7.5,0,90400000,40600000,49800000,1
95,47203,181225,784,6.6,0,310940086,33000000,277940086,1
139,15111,162130,962,7.2,0,155721132,24000000,131721132,1
95,1414,82082,236,6.1,10000,32204030,20000000,12204030,1
101,57077,188652,288,7.1,22000,75993061,12500000,63493061,1
94,41059,79146,352,4.3,25000,32438988,6000000,26438988,1
93,12691,192940,491,8.1,0,38251425,4000000,34251425,1
118,563,77551,434,7.6,0,11540607,2000000,9540607,1
112,15800,64747,122,6.5,12000,42930462,35000000,7930462,1
100,647,143121,279,7.7,10000,124596398,60000000,64596398,1
155,38518,145257,322,6.9,0,390493908,48000000,342493908,1
102,26998,123558,609,7.3,19000,90683916,45000000,45683916,1
97,4692,89101,885,5.8,3000,114908830,30000000,84908830,1
115,3454,84424,131,6.1,0,242295562,100000000,142295562,1
88,5706,52069,95,5.6,0,62616646,30000000,32616646,1
99,3696,96607,125,6.8,5000,191502426,30000000,161502426,1
128,904,68119,230,7.6,0,73276047,20000000,53276047,1
114,12624,102123,660,7.6,0,108846072,25000000,83846072,1
121,2747,57958,345,7,0,65705772,26000000,39705772,1
93,26760,161858,289,6.4,0,234801895,34200000,200601895,1
113,8172,83506,144,5.5,0,171844840,70000000,101844840,1
93,13748,49739,407,5.2,0,1.02e+08,90000000,1.2e+07,1
106,2053,142293,245,7.2,14000,153083102,11000000,142083102,1
117,2144,113068,382,7.8,0,75505856,40000000,35505856,1
107,1095,58297,161,6.6,0,42886719,30000000,12886719,1
103,2481,62009,109,5.8,2000,31042035,18000000,13042035,1
97,2990,114797,472,7.4,0,26888376,5000000,21888376,1
120,527,175196,350,8.3,10000,2.5e+07,3500000,21500000,1
105,36,183288,395,8.1,22000,5535405,2500000,3035405,1
90,15710,74875,115,6.4,11000,17273593,10000000,7273593,1
122,903,73193,190,7.6,0,39363635,11000000,28363635,1
122,32930,101888,365,7.9,0,26828365,18000000,8828365,1
128,16911,66511,200,7.5,28000,95020213,40000000,55020213,1
86,673,76407,335,7,0,14564027,1000000,13564027,1
128,13189,136673,281,7.6,10000,54586584,20000000,34586584,1
105,1454,79461,463,6.3,10000,65464324,20000000,45464324,1
101,6867,34942,185,5.8,1000,56489558,25000000,31489558,1
100,4198,112138,237,7.3,12000,26096852,7500000,18596852,1
120,40117,69576,207,6.9,2000,44862187,15000000,29862187,1
99,26527,58416,301,5.9,0,107196498,46000000,61196498,1
103,6207,56741,515,6.4,1000,1.18e+08,70000000,4.8e+07,1
97,3261,39541,334,5.3,3000,37597471,20000000,17597471,1
88,5737,72552,374,5.5,13000,83188165,24000000,59188165,1
110,13331,50148,116,5.4,0,170362582,45000000,125362582,1
110,4146,141414,482,6,0,345141403,123000000,222141403,1
110,3757,39357,113,6.8,14000,28831145,27000000,1831145,1
114,2091,147317,197,6.4,12000,90029656,40000000,50029656,1
124,6393,35833,96,7,10000,38307627,25000000,13307627,1
89,1980,52509,84,7.1,13000,3325038,2500000,825038,1
121,14890,121676,290,7.4,0,22921898,12000000,10921898,1
122,5165,34579,62,6.6,0,96070507,12000000,84070507,1
117,12757,81442,137,6.9,0,178051587,45000000,133051587,1
137,5746,38658,284,5,930,39143839,20000000,19143839,1
112,3185,86205,232,6.2,5000,72436439,35000000,37436439,1
92,1303,71387,228,7,21000,1776935,100000,1676935,1
206,698,113472,442,8,0,205405498,40000000,165405498,1
120,54877,160776,402,7.8,0,136706683,30000000,106706683,1
88,137712,26236,110,5.7,0,22942221,20000000,2942221,1
95,1186,32378,150,6.1,0,18999718,3000000,15999718,1
146,20516,76016,265,7.6,0,73956241,50000000,23956241,1
132,2466,284252,1058,8,18000,441306145,8000000,433306145,1
111,313,83374,828,7.6,0,76286096,15000000,61286096,1
112,14954,63839,238,7.5,0,1.15e+08,777000,114223000,1
119,6089,24285,110,6.4,10000,80383113,50000000,30383113,1
89,584,29659,227,5.1,1000,22168359,8000000,14168359,1
83,6081,65270,100,6.2,863,197309027,85000000,112309027,1
104,1093,60293,114,5.5,669,119208989,50000000,69208989,1
108,18656,227824,273,6.7,10000,317375031,40000000,277375031,1
94,486,85333,421,7.3,0,123384128,15000000,108384128,1
117,14486,119807,340,6,0,116643346,80000000,36643346,1
72,3402,13324,79,5.8,302,109862682,20000000,89862682,1
101,1738,87677,388,6.8,11000,100086793,100000000,86793,1
88,53370,31191,120,5.4,0,92219310,35000000,57219310,1
100,4121,84824,95,6.4,0,299965036,20000000,279965036,1
100,25387,32103,112,5.7,0,68896829,28000000,40896829,1
113,3341,40362,248,6.3,970,100020092,50000000,50020092,1
117,1862,107923,197,7.1,0,254700832,6000000,248700832,1
121,24248,60115,224,7.2,0,29541790,23000000,6541790,1
106,11264,212499,277,6.9,0,128107642,65000000,63107642,1
98,1081,82133,359,5.7,14000,177512032,3000000,174512032,1
92,18765,44130,156,5.4,0,56309766,12000000,44309766,1
112,3432,76498,203,6.4,15000,60965854,40000000,20965854,1
97,3984,96693,271,6.1,0,110230332,26000000,84230332,1
105,1442,34098,214,7.2,1000,12633747,6500000,6133747,1
118,29748,120202,397,6.7,0,151493655,73000000,78493655,1
106,19906,149998,285,6.4,0,150166126,100000000,50166126,1
83,11771,28513,126,5.2,0,64110728,3300000,60810728,1
101,2822,74622,150,5.6,0,59192128,25000000,34192128,1
89,5470,16437,68,4.9,0,30551495,24000000,6551495,1
90,3148,111368,394,7.1,0,161626121,90000000,71626121,1
89,843,49312,211,4.9,0,64626786,30000000,34626786,1
112,13707,71495,522,7.1,0,44909486,4000000,40909486,1
112,16196,193962,805,7.1,5000,53187659,23000000,30187659,1
98,10938,164608,383,6.4,10000,77566815,30000000,47566815,1
112,1205,67893,163,6.3,18000,73244881,17000000,56244881,1
107,3004,28573,87,5.7,5000,1.8e+07,13000000,5e+06,1
154,2592,60988,199,7.8,6000,146292009,15000000,131292009,1
99,5642,158354,691,6.6,11000,90842646,30000000,60842646,1
106,2703,112671,315,8,14000,86273333,2800000,83473333,1
110,22140,100571,416,7.4,0,49084830,7000000,42084830,1
97,20312,27689,74,6.5,1000,17500000,10000000,7500000,1
113,814,138435,527,6.6,0,75505973,30000000,45505973,1
100,1949,134869,304,6.2,57000,146497771,15000000,131497771,1
96,36093,248468,545,7,0,163720069,37000000,126720069,1
103,1212,222018,869,7.2,11000,173046663,14000000,159046663,1
96,4380,131801,548,6.2,0,141774679,18000000,123774679,1
101,38809,73368,248,6,0,73174566,60000000,13174566,1
125,2329,49934,224,4.9,0,75800000,39000000,36800000,1
95,2558,24089,82,5.5,0,183953723,63000000,120953723,1
103,3150,29523,121,4.7,0,85280250,58000000,27280250,1
124,9255,203269,602,7,11000,363889678,42000000,321889678,1
129,1565,111351,568,7.5,0,82466670,25000000,57466670,1
98,15251,63108,330,5.9,15000,42333295,10000000,32333295,1
109,2474,79877,677,6.3,0,104155843,33000000,71155843,1
82,3326,10233,63,4.3,0,112483764,85000000,27483764,1
122,12410,130776,437,6.6,0,162966177,72500000,90466177,1
117,3681,72693,199,6.9,0,54926886,21000000,33926886,1
102,2961,50523,113,6.3,0,42045846,32000000,10045846,1
111,3393,103230,143,5.9,10000,83160734,36000000,47160734,1
136,12226,96385,119,7,0,131457682,70000000,61457682,1
136,20299,92702,209,7.2,0,76669806,30000000,46669806,1
120,5826,97664,232,5.7,17000,173965010,35000000,138965010,1
107,18983,131180,220,6.8,0,17164377,9500000,7664377,1
139,12182,189923,318,7.3,0,273552592,50000000,223552592,1
103,3004,54390,398,6.2,0,50041732,29000000,21041732,1
114,12499,121259,361,7,0,143049560,92000000,51049560,1
110,146,57996,349,6.5,15000,81272766,12000000,69272766,1
96,1432,22764,91,5.5,511,8844595,1700000,7144595,1
120,15226,69860,214,6.6,0,219103655,85000000,134103655,1
118,15889,59435,323,5.7,0,95226116,53000000,42226116,1
86,2420,102861,571,5.8,0,117719158,25000000,92719158,1
102,51355,59637,130,7.1,21000,13231461,6000000,7231461,1
128,22679,91092,402,6.7,0,266728738,80000000,186728738,1
115,4496,48753,323,6.5,0,74541707,60000000,14541707,1
114,19904,75864,197,6,23000,96047633,37000000,59047633,1
119,1651,63677,460,6.5,0,55157539,32000000,23157539,1
219,2451,70274,133,7.8,0,43984230,23000000,20984230,1
104,33758,138707,202,7.2,0,25405445,7000000,18405445,1
101,661,89568,142,6.3,17000,160078586,45000000,115078586,1
116,33233,40126,107,6.6,975,100860818,46000000,54860818,1
96,3718,122347,345,6,0,102825796,47000000,55825796,1
116,20258,92237,366,7.2,25000,24145613,20000000,4145613,1
91,1083,75920,474,5.5,0,68349884,35000000,33349884,1
121,5987,103493,317,8.1,17000,23689877,3800000,19889877,1
116,771,30982,199,7.5,0,12600000,3500000,9100000,1
119,1639,55101,201,6.9,3000,320145693,14000000,306145693,1
85,25590,54077,112,6.8,0,149044513,85000000,64044513,1
99,5074,84620,235,6.8,27000,12077441,12000000,77441,1
131,19815,28942,223,6.1,0,118880016,80000000,38880016,1
154,61110,118483,674,7.2,0,173013509,79000000,94013509,1
104,1662,50125,140,5.7,0,58853106,4500000,54353106,1
104,1165,26066,216,5.6,0,51842679,25000000,26842679,1
105,14762,58743,192,6.6,0,8.7e+07,18000000,6.9e+07,1
125,1556,107557,612,7.2,0,105834556,30000000,75834556,1
125,15850,143525,657,7.1,0,96889998,72000000,24889998,1
98,5270,70141,385,5.9,0,90449929,28000000,62449929,1
124,2583,63067,533,6.7,0,119137784,50000000,69137784,1
103,2013,44804,182,7.2,0,20766616,10000000,10766616,1
129,14421,67395,564,6,0,162945894,63000000,99945894,1
104,1827,36223,208,6.2,0,50451307,30000000,20451307,1
88,941,23268,95,6.1,794,9700000,1800000,7900000,1
108,12178,24150,118,6.7,923,18928871,16000000,2928871,1
95,11946,139749,509,6.4,29000,127730736,17000000,110730736,1
104,7247,88049,279,6.6,0,127906624,55000000,72906624,1
108,70996,132501,548,6.5,0,384335608,100000000,284335608,1
134,17159,183909,666,6.7,0,115772733,105000000,10772733,1
83,1987,77935,122,6.1,0,40547440,28000000,12547440,1
133,2916,40858,144,6.4,0,121969216,55000000,66969216,1
91,758,57281,350,6.5,0,94935764,45000000,49935764,1
146,4555,59581,293,4.3,0,288347692,100000000,188347692,1
115,34606,43574,302,6.1,0,56714147,50000000,6714147,1
105,20109,116762,261,6.4,0,33889159,20000000,13889159,1
113,15765,114070,500,7.3,0,12021272,250000,11771272,1
94,3451,13661,134,5.3,487,20627372,16000000,4627372,1
152,1802,71919,316,7.6,0,43656822,6000000,37656822,1
127,5838,158864,395,6.4,0,374111707,70000000,304111707,1
86,2714,101287,260,7,31000,4007792,750000,3257792,1
123,25661,191470,278,6.8,0,69823199,35000000,34823199,1
107,3435,49007,97,7.2,0,49797148,11000000,38797148,1
116,14701,77366,194,7.4,0,177200000,21000000,156200000,1
130,12890,98403,683,6.6,0,155464351,100000000,55464351,1
154,14244,88844,142,6.8,0,270248367,42000000,228248367,1
108,8610,77415,139,6.1,0,54682547,40000000,14682547,1
125,1748,39306,119,6.6,0,45892212,30000000,15892212,1
112,13827,59352,138,5.6,0,111231041,70000000,41231041,1
101,3816,81783,283,5.8,0,122195920,18000000,104195920,1
119,3284,133367,363,7.3,0,92991835,25000000,67991835,1
95,28734,67115,389,5.8,0,103166989,10000000,93166989,1
102,3592,54346,358,6.2,0,36098382,35000000,1098382,1
126,2004,126907,235,7.2,0,90815558,8000000,82815558,1
75,3192,111649,437,6.7,0,57500000,10000000,47500000,1
81,276,13521,150,4.2,0,42664410,100000,42564410,1
100,7048,71202,380,4.8,0,56681566,43000000,13681566,1
101,2373,112669,226,6.6,0,38122105,27000000,11122105,1
105,3439,62986,150,6.9,0,115101622,30250000,84851622,1
90,3172,120786,472,6.2,0,90426405,26000000,64426405,1
99,3500,47814,426,5.5,0,72527595,14000000,58527595,1
130,12186,58402,370,5.1,0,136159423,80000000,56159423,1
100,25206,72867,120,5.4,0,98159963,75000000,23159963,1
136,1579,84118,245,6.3,13000,134748021,70000000,64748021,1
143,28176,131227,346,6.3,41000,173649015,50000000,123649015,1
99,2010,44394,115,5.8,0,101646581,27000000,74646581,1
81,2252,63912,251,5.8,912,314432665,150000000,164432665,1
115,15571,30077,175,6.3,893,63781810,42000000,21781810,1
134,12749,45703,156,7.9,0,23237911,11500000,11737911,1
112,17568,87090,142,7.6,0,4.3e+07,8000000,3.5e+07,1
109,1582,251349,547,7.9,10000,44703995,6000000,38703995,1
105,12894,82327,350,6.4,18000,114956699,13000000,101956699,1
106,3598,34774,162,6.8,1000,21284514,20000000,1284514,1
108,3892,47003,215,5.9,11000,108609310,30000000,78609310,1
120,2321,124941,488,6.1,0,172363301,24000000,148363301,1
86,6355,71424,521,4.9,0,275650703,84000000,191650703,1
110,15170,44021,83,6.2,0,147880543,22000000,125880543,1
126,2282,56665,469,7.6,0,16942795,16500000,442795,1
125,15811,33067,134,6.9,0,41480851,30000000,11480851,1
72,4480,11634,58,5.4,227,135680000,20000000,115680000,1
92,6327,12399,84,3.8,0,39340177,35000000,4340177,1
116,16539,91414,359,7.7,0,96800000,12000000,84800000,1
96,41293,147504,531,6.6,0,92913171,40000000,52913171,1
87,1679,34948,118,5.1,0,51680201,35000000,16680201,1
100,1395,76560,322,6.3,0,119940815,60000000,59940815,1
114,12097,57363,308,7.2,10000,25697647,10000000,15697647,1
104,11632,128593,867,6.9,0,33788161,22000000,11788161,1
125,529,64556,140,8.1,0,38535221,12806000,25729221,1
77,2682,36471,69,5.4,459,169956806,120000000,49956806,1
90,2486,10986,84,5.3,0,39300000,20000000,19300000,1
91,1185,94435,182,6.8,5000,254134910,30000000,224134910,1
94,156,132386,398,7.8,38000,20416563,12500000,7916563,1
118,4045,81866,510,7.3,0,68106245,31000000,37106245,1
115,14322,50653,143,6.6,0,60527873,27000000,33527873,1
103,3211,44103,149,5.3,0,38159905,28000000,10159905,1
121,14165,183247,440,7.1,0,200276000,75000000,125276000,1
92,1045,27486,284,4.7,0,22165608,20000000,2165608,1
87,4171,46031,235,5.2,0,93375151,60000000,33375151,1
105,2689,33887,160,5.9,919,68915888,35000000,33915888,1
126,5371,220475,1066,7.2,20000,57096190,18000000,39096190,1
118,7654,80196,190,6.5,0,60161391,50000000,10161391,1
122,943,24557,111,6.5,13000,64076736,3860000,60216736,1
92,13162,156143,289,7,0,41205099,12000000,29205099,1
86,3421,34620,107,5.1,0,60141683,2500000,57641683,1
89,11192,33335,128,7.3,0,18344729,2000000,16344729,1
95,1070,30394,103,5.8,0,41863726,40000000,1863726,1
94,20348,42737,128,5.4,781,129181830,60000000,69181830,1
105,2604,115649,1033,5.6,4000,62022014,33000000,29022014,1
97,2790,64742,111,6.4,0,189833357,22000000,167833357,1
215,1937,138941,1448,7.6,0,98126565,52000000,46126565,1
104,1196,82476,280,7.8,0,41158757,1800000,39358757,1
92,3074,83788,227,5.9,20000,157887643,47000000,110887643,1
113,13693,130070,316,6.4,0,190320568,82000000,108320568,1
105,101383,50170,306,5.8,773,82800000,45000000,37800000,1
117,3611,70698,196,6.9,9000,42064105,35000000,7064105,1
119,4315,61680,222,6.4,19000,89519773,55000000,34519773,1
134,24458,124222,259,7.4,23000,122233971,60000000,62233971,1
128,3869,61114,212,7.5,22000,66787908,20000000,46787908,1
90,1566,19622,58,6,931,4630045,4000000,630045,1
99,1462,52805,278,6.8,0,5.8e+07,6000000,5.2e+07,1
122,1448,113152,1416,7.5,0,119114517,6000000,113114517,1
120,17336,41313,246,7,0,28780255,26000000,2780255,1
