0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
The Notebook (2013),Original Title A Nagy Füzet,Status Released,Original Language Hungarian,Runtime 1h 40m,Budget -,Revenue -,Homepage -,Release Information,András Gyémánt,László Gyémánt,Piroska Molnár,Ulrich Thomsen,Ulrich Matthes,Orsolya Tóth,Full Cast & Crew
L.O.R.D: Legend of Ravaging Dynasties (2016),Original Title 爵跡,Status Post Production,Original Language Mandarin,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Mini Yang,Fan Bingbing,Wu Yifan,Amber Kuo,Aarif Lee,William Chan Wai-Ting,Full Cast & Crew
The Sound And The Fury (2014),Original Title The Sound and the Fury,Status Released,Original Language English,Runtime 1h 41m,Budget -,Revenue -,Homepage -,Release Information,James Franco,Tim Blake Nelson,Joey King,Scott Haze,Ahna O'Reilly,Nat Wolff,Full Cast & Crew
Something to Talk About (1995),Status Released,Original Language English,Runtime 1h 46m,Budget -,"Revenue $50,892,160.00",Homepage -,Release Information,Julia Roberts,Dennis Quaid,Robert Duvall,Gena Rowlands,Kyra Sedgwick,Brett Cullen,Full Cast & Crew,
The Bird with the Crystal Plumage (1970),Original Title L'uccello dalle piume di cristallo,Status Released,Original Language Italian,Runtime 1h 38m,"Budget $500,000.00",Revenue -,Homepage -,Release Information,Tony Musante,Suzy Kendall,Enrico Maria Salerno,Eva Renzi,Renato Romano,Umberto Raho,Full Cast & Crew
Lorenzo's Oil (1992),Status Released,Original Language English,Runtime 2h 15m,Budget -,"Revenue $7,286,388.00",Homepage -,Release Information,Susan Sarandon,Nick Nolte,Peter Ustinov,Ann Hearn,Maduka Steady,Aaron Jackson,Full Cast & Crew,
Tokyo Train Girls 4: Young Wife's Desires (2009),Original Title Yureru densha no naka de: Wakazuma no jirasareta hiniku,Status Released,Original Language English,Runtime 1h 14m,Budget -,Revenue -,Homepage -,Release Information,An Nanba,Sayaka Kitagawa,Full Cast & Crew,,,,
Remembrance (2011),Original Title Die verlorene Zeit,Status Released,Original Language German,Runtime 1h 41m,Budget -,Revenue -,Homepage http://die-verlorene-zeit.de/,Release Information,Alice Dwyer,Dagmar Manzel,Mateusz Damiecki,Susanne Lothar,David Rasche,Lech Mackiewicz,Full Cast & Crew
Trouble at Timpetill (2008),Original Title Les enfants de Timpelbach,Status Released,Original Language English,Runtime 2h 13m,Budget -,Revenue -,Homepage -,Release Information,Raphaël Katz,Adèle Exarchopoulos,Léo Legrand,Carole Bouquet,Gérard Depardieu,Armelle,Full Cast & Crew
Woody Allen: A Documentary (2011),Status Released,Original Language English,Runtime 3h 12m,Budget -,Revenue -,Homepage -,Release Information,Woody Allen,Diane Keaton,Scarlett Johansson,Penélope Cruz,Sean Penn,Chris Rock,Full Cast & Crew,
Touching the Void (2003),Status Released,Original Language English,Runtime 1h 46m,Budget -,"Revenue $13,885,802.00",Homepage -,Release Information,Brendan Mackey,Nicholas Aaron,Richard Hawking,Ollie Ryall,Joe Simpson,Simon Yates,Full Cast & Crew,
Pursued (2004),Status Released,Original Language English,Runtime 1h 35m,"Budget $5,500,000.00",Revenue -,Homepage -,Release Information,Christian Slater,Estella Warren,Gil Bellows,Chelah Horsdal,Michael Clarke Duncan,Conchita Campbell,Full Cast & Crew,
Nicholas Nickleby (2002),Status Released,Original Language English,Runtime 2h 12m,Budget -,Revenue -,Homepage -,Release Information,Charlie Hunnam,Nathan Lane,Jim Broadbent,Christopher Plummer,Jamie Bell,Anne Hathaway,Full Cast & Crew,
American Made (2017),Status In Production,Original Language English,Runtime -,"Budget $80,000,000.00",Revenue -,Homepage -,Release Information,Tom Cruise,Domhnall Gleeson,Jayma Mays,Sarah Wright,Lola Kirke,Jesse Plemons,Full Cast & Crew,
Mickey's House of Villains (2001),Status Released,Original Language English,Runtime 1h 10m,Budget -,Revenue -,Homepage -,Release Information,Wayne Allwine,Tony Anselmo,Jeff Bennett,Susanne Blakeslee,Corey Burton,Pat Carroll,Full Cast & Crew,
Man of La Mancha (1972),Status Released,Original Language English,Runtime 2h 12m,Budget -,Revenue -,Homepage -,Release Information,Peter O'Toole,Sophia Loren,James Coco,Ian Richardson,Harry Andrews,John Castle,Full Cast & Crew,
Cruel Will (2013),Status Released,Original Language English,Runtime 1h 30m,"Budget $80,000.00",Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
Escape from Tomorrow (2013),Status Released,Original Language English,Runtime 1h 30m,Budget $650.00,Revenue -,Homepage -,Release Information,Roy Abramsohn,Elena Schuber,Katelynn Rodriguez,Danielle Safady,Alison Lees-Taylor,Jack Dalton,Full Cast & Crew,
Among Ravens (2014),Status Released,Original Language English,Runtime 1h 43m,Budget -,Revenue -,Homepage -,Release Information,Amy Smart,Joshua Leonard,Christian Campbell,Victoria Smurfit,Natalie Imbruglia,Will McCormack,Full Cast & Crew,
Liberty Heights (1999),Status Released,Original Language English,Runtime 2h 7m,Budget -,Revenue -,Homepage -,Release Information,Adrien Brody,Ben Foster,Orlando Jones,Bebe Neuwirth,Joe Mantegna,David Krumholtz,Full Cast & Crew,
The Pretty One (2014),Status Released,Original Language English,Runtime 1h 30m,Budget -,"Revenue $13,769.00",Homepage -,Release Information,Zoe Kazan,Jake Johnson,Ron Livingston,Danny Pudi,Sterling Beaumon,John Carroll Lynch,Full Cast & Crew,
Cake (2005),Status Released,Original Language English,Runtime 1h 35m,Budget -,Revenue -,Homepage -,Release Information,Heather Graham,David Sutcliffe,Taye Diggs,Sandra Oh,Sarah Chalke,Keram Malicki-Sánchez,Full Cast & Crew,
Beck - Gunvald (2016),Status Released,Original Language Swedish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Peter Haber,Mikael Persbrandt,Måns Nathanaelson,Peter Franzén,Anna Asp,Jonas Karlsson,Full Cast & Crew,
Ace the Case: Manhattan Mystery (2016),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage http://www.acethecasemovie.com/,Release Information,Ripley Sobo,Lev Gorn,Susan Sarandon,Scott Dillin,Marc Menchaca,Aaron Sauter,Full Cast & Crew,
CyberTracker (1994),Status Released,Original Language English,Runtime 1h 31m,Budget -,Revenue -,Homepage -,Release Information,Don Wilson,Richard Norton,Stacie Foster,Joseph Ruskin,John Aprea,Abby Dalton,Full Cast & Crew,
Kiss Me Deadly (2008),Status Released,Original Language English,Runtime 1h 27m,Budget -,Revenue -,Homepage -,Release Information,Robert Gant,Shannen Doherty,Fraser Brown,John Rhys-Davies,Nathan Whitaker,Katherine Kennard,Full Cast & Crew,
Bikini Time Machine (2011),Status Released,Original Language English,Runtime 1h 21m,Budget -,Revenue -,Homepage -,Release Information,Joslyn James,Kylee Nash,Jenna Presley,Trish Cook,Michael Gaglio,T.J. Cummings,Full Cast & Crew,
Kinatay (2009),Status Released,Original Language Tagalog,Runtime 1h 45m,Budget -,Revenue -,Homepage -,Release Information,Coco Martin,Ping Medina,Jhong Hilario,Maria Isabel Lopez,Julio Diaz,John Regala,Full Cast & Crew,
A King In New York (1957),Status Released,Original Language English,Runtime 1h 50m,Budget -,Revenue -,Homepage -,Release Information,Charles Chaplin,Maxine Audley,Jerry Desmonde,Oliver Johnston,Dawn Addams,Sid James,Full Cast & Crew,
"Dylan Moran: Like, Totally... (2006)",Status Released,Original Language English,Runtime 1h 6m,Budget -,Revenue -,Homepage -,Release Information,Dylan Moran,Full Cast & Crew,,,,,,
Rape Zombie: Lust of the Dead (2012),Original Title Reipu zonbi: Lust of the dead,Status Released,Original Language English,Runtime 1h 13m,Budget -,Revenue -,Homepage -,Release Information,Yui Aikawa,Kazuyoshi Akishima,Rina Aikawa,Asami,Norman England,Hiroshi Fujita,Full Cast & Crew
The Amityville Asylum (2013),Status Released,Original Language English,Runtime 1h 28m,"Budget $20,000.00",Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
Francofonia (2015),Status Released,Original Language Russian,Runtime 1h 27m,Budget -,Revenue -,Homepage -,Release Information,Louis-Do de Lencquesaing,Vincent Nemeth,Benjamin Utzerath,Johanna Korthals,Jean-Claude Caër,Full Cast & Crew,,
King Solomon's Mines (1950),Status Released,Original Language English,Runtime 1h 43m,Budget -,Revenue -,Homepage -,Release Information,Stewart Granger,Deborah Kerr,Richard Carlson,Hugo Haas,Lowell Gilmore,Full Cast & Crew,,
Sole Survivor (2000),Status Released,Original Language German,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Billy Zane,Isabella Hofmann,Gloria Reuben,Rachel Victoria,Mitchell Kosterman,Wally Dalton,Full Cast & Crew,
A Cat in Paris (2010),Original Title Une vie de chat,Status Released,Original Language French,Runtime 1h 10m,Budget -,"Revenue $309,973.00",Homepage -,Release Information,Dominique Blanc,Bruno Salomone,Jean Benguigui,Bernadette Lafont,Oriane Zani,Patrick Ridremont,Full Cast & Crew
Smart People (2008),Status Released,Original Language English,Runtime 1h 35m,"Budget $7,000,000.00","Revenue $10,569,964.00",Homepage http://www.smartpeoplemovie.com/,Release Information,Dennis Quaid,Sarah Jessica Parker,Ellen Page,Thomas Haden Church,Ashton Holmes,Jane Mowder,Full Cast & Crew,
Lupin the Third: Dragon of Doom (1994),Original Title ルパン三世 燃えよ斬鉄剣,Status Released,Original Language Japanese,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Brice Armstrong,Laura Bailey,Bob Carter,Meredith McCoy,Mike McFarland,Sonny Strait,Full Cast & Crew
Ah Nerede (1975),Status Released,Original Language Turkish,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Tarık Akan,Gulsen Bubikoglu,Hulusi Kentmen,Adile Naşit,Halit Akcatepe,Full Cast & Crew,,
Sex and Zen (1991),Original Title Yu pu tuan zhi: Tou qing bao jian,Status Released,Original Language English,Runtime 1h 39m,Budget -,"Revenue $396,003.00",Homepage -,Release Information,Lawrence Ng,Kent Cheng,Elvis Tsui,Amy Yip,Isabelle Chow Wang,Rena Murakami,Full Cast & Crew
Johnson Family Vacation (2004),Status Released,Original Language English,Runtime 1h 37m,"Budget $12,000,000.00","Revenue $31,179,516.00",Homepage -,Release Information,Cedric the Entertainer,Vanessa Williams,Steve Harvey,Shari Headley,Shad Moss,Solange Knowles,Full Cast & Crew,
Infidelity (2004),Status Released,Original Language English,Runtime 2h 0m,Budget -,Revenue -,Homepage -,Release Information,Kim Delaney,Kyle Secor,Cristián de la Fuente,John Maxwell,Lara Grice,Michael Arata,Full Cast & Crew,
Sis (1987),Status Released,Original Language Turkish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Perihan Savaş,Halil Ergün,Erdal Özyağcılar,Full Cast & Crew,,,,
Nocturama (2016),Status Released,Original Language French,Runtime 2h 10m,Budget -,Revenue -,Homepage -,Release Information,Finnegan Oldfield,Vincent Rottiers,Hamza Meziani,Manal Issa,Full Cast & Crew,,,
That Lovely Girl (2014),Original Title Harcheck mi headro,Status Released,Original Language Hebrew,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Maayan Turgeman,Tzahi Grad,Yaël Abecassis,Tal Ben-Bina,Full Cast & Crew,,
No Mercy (1986),Status Released,Original Language English,Runtime 1h 46m,Budget -,"Revenue $12,303,904.00",Homepage -,Release Information,Richard Gere,Kim Basinger,Jeroen Krabbé,George Dzundza,Gary Basaraba,William Atherton,Full Cast & Crew,
Vizontele Tuuba (2004),Status Released,Original Language English,Runtime 1h 51m,"Budget $3,000,000.00","Revenue $13,954,476.00",Homepage http://www.vizonteletuuba.com/,Release Information,Yılmaz Erdoğan,Tarık Akan,Demet Akbag,Altan Erkekli,Tuba Ünsal,Nejat Uygur,Full Cast & Crew,
The Dragon Pearl (2011),Status Released,Original Language English,Runtime 1h 33m,Budget -,Revenue -,Homepage -,Release Information,Sam Neill,Li Lin Jin,Robert Mammone,Wang Ji,Full Cast & Crew,,,
The Hunt for the Amber Room (2012),Original Title Die Jagd nach dem Bernsteinzimmer,Status Released,Original Language German,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Kai Wiesinger,Bettina Zimmermann,Fabian Busch,Sonja Gerhardt,Annika Blendl,Ralph Herforth,Full Cast & Crew
I'll Never Die Alone (2008),Original Title No moriré sola,Status Released,Original Language Spanish,Runtime 1h 26m,"Budget $6,000.00",Revenue -,Homepage -,Release Information,Andres Aramburu,Gimena Blesa,Leonardo Canga,Magdalena De Santo,Marisol Tur,Andrea Duarte,Full Cast & Crew
Hunk (1987),Status Released,Original Language English,Runtime 1h 42m,Budget -,"Revenue $1,749,956.00",Homepage http://www.crownintlpictures.com/hktitles.html,Release Information,John Allen Nelson,Steve Levitt,Rebeccah Bush,Robert Morse,Avery Schreiber,Deborah Shelton,Full Cast & Crew,
Keys to Tulsa (1997),Status Released,Original Language English,Runtime 1h 53m,Budget -,"Revenue $57,252.00",Homepage -,Release Information,Eric Stoltz,James Spader,Deborah Kara Unger,Joanna Going,Michael Rooker,Mary Tyler Moore,Full Cast & Crew,
Fair Game (1995),Status Released,Original Language English,Runtime 1h 31m,"Budget $50,000,000.00","Revenue $11,534,477.00",Homepage -,Release Information,William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,Miguel Sandoval,Johann Carlo,Full Cast & Crew,
Busco novio para mi mujer (2016),Status Released,Original Language Spanish,Runtime 1h 31m,Budget -,Revenue -,Homepage -,Release Information,Sandra Echeverría,Arath de la Torre,Juan Carlos Colombo,Yago Muñoz,Mónica Huarte,Mauricio Isaac,Full Cast & Crew,
Rasmus and the Vagabond (1981),Original Title Rasmus på luffen,Status Released,Original Language Swedish,Runtime 1h 45m,Budget -,Revenue -,Homepage -,Release Information,Allan Edwall,Erik Lindgren,Håkan Serner,Olof Bergström,Rolf Larsson,Lena Brogren,Full Cast & Crew
Justin Bieber's Believe (2013),Status Released,Original Language English,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Justin Bieber,Scooter Braun,Ryan Good,Usher Raymond,Pattie Mallette,Jeremy Bieber,Full Cast & Crew,
Demetrius and the Gladiators (1954),Status Released,Original Language English,Runtime 1h 41m,"Budget $4,500,000.00",Revenue -,Homepage -,Release Information,Victor Mature,Susan Hayward,Michael Rennie,Debra Paget,Anne Bancroft,Jay Robinson,Full Cast & Crew,
The Nude Bomb (1980),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Don Adams,Sylvia Kristel,Rhonda Fleming,Dana Elcar,Andrea Howard,Pamela Hensley,Full Cast & Crew,
Deep Cover (1992),Status Released,Original Language English,Runtime 1h 47m,Budget -,Revenue -,Homepage -,Release Information,Laurence Fishburne,Jeff Goldblum,Charles Martin Smith,Victoria Dillard,Gregory Sierra,Glynn Turman,Full Cast & Crew,
¡Viva Puerto Rico Libre? (2016),Status Released,Original Language Spanish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Sonia Fritz,Tito Román Rivera,Anamín Santiago,Tego Calderón,Ricardo Rosselló Nevares,Rafael Bernabe,Full Cast & Crew,
Lippels Traum (2009),Status Released,Original Language German,Runtime 1h 41m,Budget -,Revenue -,Homepage -,Release Information,Moritz Bleibtreu,Karl Alexander Seidel,Amrita Cheema,Steve-Marvin Dwumah,Anke Engelke,Christiane Paul,Full Cast & Crew,
Nurse's Confession (2009),Original Title 告白 ナースの残業,Status Released,Original Language English,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Sola Aoi,Akari Hoshino,Minami Aoyama,Nana Nanami,Full Cast & Crew,,
Open City (2008),Original Title 무방비 도시,Status Released,Original Language English,Runtime 1h 52m,Budget -,"Revenue $11,095,236.00",Homepage -,Release Information,Kim Myung-Min,Son Ye-Jin,Kim Hae-sook,Kim Joon-bae,Park Sung-Woong,Full Cast & Crew,
A Chinese Ghost Story III (1991),Original Title Sien lui yau wan III: Do do do,Status Released,Original Language Cantonese,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Tony Leung Chiu-Wai,Jacky Cheung,Joey Wong,Nina Li Chi,Lau Siu-Ming,Lau Shun,Full Cast & Crew
Safelight (2015),Status Released,Original Language English,Runtime 1h 24m,Budget -,Revenue -,Homepage -,Release Information,Juno Temple,Evan Peters,Kevin Alejandro,Meaghan Jette Martin,Jason Beghe,Christine Lahti,Full Cast & Crew,
Georges Bataille's Story of the Eye (2004),Status Released,Original Language English,Runtime 1h 21m,Budget -,Revenue -,Homepage -,Release Information,Melissa Elizabeth Forgione,Querelle Haynes,Kevin Mitchell Martin,Sean Timothy Sexton,Courtney Shea,Claude Barrington White,Full Cast & Crew,
Anchors Aweigh (1945),Status Released,Original Language English,Runtime 2h 23m,Budget -,Revenue -,Homepage -,Release Information,Frank Sinatra,Kathryn Grayson,Gene Kelly,José Iturbi,Dean Stockwell,Pamela Britton,Full Cast & Crew,
The Sensuous Nurse (1975),Original Title L'infermiera,Status Released,Original Language Italian,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Ursula Andress,Duilio Del Prete,Mario Pisu,Jack Palance,Daniele Vargas,Carla Romanelli,Full Cast & Crew
The Hot Rock (1972),Status Released,Original Language English,Runtime 1h 41m,Budget -,Revenue -,Homepage -,Release Information,Robert Redford,George Segal,Ron Leibman,Paul Sand,Moses Gunn,William Redfield,Full Cast & Crew,
The Blossoming of Maximo Oliveros (2005),Original Title Ang Pagdadalaga ni Maximo Oliveros,Status Released,Original Language English,Runtime 1h 40m,Budget -,Revenue -,Homepage -,Release Information,Nathan Lopez,Soliman Cruz,Neil Ryan Sese,Ping Medina,JR Valentin,Bodjie Pascua,Full Cast & Crew
The Book of Pooh: Stories from the Heart (2001),Status Released,Original Language English,Runtime 1h 16m,Budget -,Revenue -,Homepage -,Release Information,Jim Cummings,Jim Cummings,Peter Cullen,Ken Sansom,John Fiedler,Andre Stojka,Full Cast & Crew,
Angel (1984),Status Released,Original Language English,Runtime 1h 29m,"Budget $3,000,000.00",Revenue -,Homepage -,Release Information,Donna Wilkes,Cliff Gorman,Susan Tyrrell,Dick Shawn,Rory Calhoun,Graem McGavin,Full Cast & Crew,
Toast (2010),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Freddie Highmore,Ken Stott,Victoria Hamilton,Helena Bonham Carter,Full Cast & Crew,,,
Zindagi Na Milegi Dobara (2011),Status Released,Original Language Hindi,Runtime 2h 35m,Budget -,Revenue -,Homepage http://www.znmdthemovie.com/,Release Information,Hrithik Roshan,Farhan Akhtar,Abhay Deol,Katrina Kaif,Kalki Koechlin,Naseeruddin Shah,Full Cast & Crew,
From The Depths of My Heart (2015),Original Title Från djupet av mitt hjärta,Status Released,Original Language Swedish,Runtime 1h 35m,Budget -,Revenue -,Homepage -,Release Information,Felice Jankell,Jessica Raita,Rasmus Luthander,Sven Boräng,Anna Rothlin,Andreas Rothlin-Svensson,Full Cast & Crew
London Fields (2016),Status In Production,Original Language English,Runtime 1h 58m,Budget -,Revenue -,Homepage -,Release Information,Amber Heard,Jim Sturgess,Billy Bob Thornton,Theo James,Cara Delevingne,Jaimie Alexander,Full Cast & Crew,
Youngblood (1986),Status Released,Original Language English,Runtime 1h 50m,Budget -,Revenue -,Homepage -,Release Information,Rob Lowe,Cynthia Gibb,Patrick Swayze,Ed Lauter,Jim Youngs,Eric Nesterenko,Full Cast & Crew,
Hotel Chevalier (2007),Status Released,Original Language English,Runtime 0h 13m,Budget -,Revenue -,Homepage http://www.hotelchevalier.com/,Release Information,Jason Schwartzman,Natalie Portman,Waris Ahluwalia,Michel Castejon,Full Cast & Crew,,,
Six Swedish Girls in a Boarding School (1979),Original Title Sechs Schwedinnen im Pensionat,Status Released,Original Language German,Runtime 1h 31m,Budget -,Revenue -,Homepage -,Release Information,Brigitte Lahaie,Lynn Monteil,Anne Libert,France Lomay,Danielle Troger,Kathleen Kane,Full Cast & Crew
Mobile Suit Gundam: The Origin IV – Eve of Destiny (2016),Original Title Kidō Senshi Gundam THE ORIGIN IV: Unmei no Zenya,Status Planned,Original Language English,Runtime 1h 0m,Budget -,Revenue -,Homepage http://www.gundam-the-origin.net/,Release Information,Login to Edit Cast & Crew,,,,,,
Güneşi Gördüm (2009),Status Released,Original Language Turkish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Mahsun Kırmızıgül,Demet Evgar,Murat Ünalmış,Altan Erkekli,Erol Demiröz,Cemal Toktas,Full Cast & Crew,
Encounters at the End of the World (2007),Status Released,Original Language English,Runtime 1h 39m,Budget -,Revenue -,Homepage http://www.encountersfilm.co.uk/,Release Information,Login to Edit Cast & Crew,,,,,,,
Next Day Air (2009),Status Released,Original Language English,Runtime 1h 24m,Budget -,Revenue -,Homepage http://nextdayair-movie.com/,Release Information,Donald Faison,Mike Epps,Wood Harris,Omari Hardwick,Mos Def,Lauren London,Full Cast & Crew,
Genova (2008),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Colin Firth,Perla Haney-Jardine,Hope Davis,Catherine Keener,Kerry Shale,Alessandro Giuggioli,Full Cast & Crew,
One Missed Call 2 (2005),Status Released,Original Language Japanese,Runtime 1h 45m,Budget -,Revenue -,Homepage http://www.chakuari.jp/,Release Information,Mimura,Hisashi Yoshizawa,Asaka Seto,Shadow Liu,Karen Oshima,Renji Ishibashi,Full Cast & Crew,
The Ignorance of Blood (2014),Original Title La ignorancia de la sangre,Status Released,Original Language Spanish,Runtime 1h 49m,Budget -,Revenue -,Homepage -,Release Information,Paz Vega,Juan Diego Botto,Alberto San Juan,Dacio Caballero,Ken Appledorn,Full Cast & Crew,
The Memory Of A Killer (2003),Original Title De Zaak Alzheimer,Status Released,Original Language English,Runtime 2h 3m,Budget -,Revenue -,Homepage http://www.sonyclassics.com/memoryofakiller/,Release Information,Koen De Bouw,Werner De Smedt,Jan Decleir,Jo De Meyere,Filip Peeters,Hilde De Baerdemaeker,Full Cast & Crew
Ten Little Indians (1965),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Hugh O'Brian,Shirley Eaton,Fabian,Wilfrid Hyde-White,Dennis Price,Leo Genn,Full Cast & Crew,
The Dog Problem (2006),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage -,Release Information,Giovanni Ribisi,Lynn Collins,Scott Caan,Mena Suvari,Sarah Shahi,Full Cast & Crew,,
The Unwanted (2014),Status Released,Original Language English,Runtime 1h 35m,"Budget $100,000.00",Revenue -,Homepage http://www.itnfilms.net/#!The-Unwanted/c1q8z/558a5e5e0cf2bba69535a098,Release Information,Hannah Fierman,Christen Orr,William Katt,Kylie Brown,Lynn Talley,Elizabeth Hunter,Full Cast & Crew,
Truth or Dare (2012),Status Released,Original Language English,Runtime 1h 35m,Budget -,Revenue -,Homepage http://www.truthordarefilm.com/,Release Information,Liam Boyle,Jack Gordon,Florence Hall,David Oakes,Jennie Jacques,Tom Kane,Full Cast & Crew,
The Cement Garden (1993),Status Released,Original Language English,Runtime 1h 45m,Budget -,"Revenue $322,975.00",Homepage -,Release Information,Andrew Robertson,Charlotte Gainsbourg,Alice Coulthard,Ned Birkin,Sinéad Cusack,Hanns Zischler,Full Cast & Crew,
The Bunker (2015),Original Title Der Bunker,Status Released,Original Language German,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Pit Bukowski,Daniel Fripan,Oona von Maydell,David Scheller,Full Cast & Crew,,
The Desert Rats (1953),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage -,Release Information,Richard Burton,James Mason,Robert Newton,Robert Douglas,Chips Rafferty,Charles 'Bud' Tingwell,Full Cast & Crew,
Killer Toon (2013),Original Title 더 웹툰: 예고살인,Status Released,Original Language Korean,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Lee Si-young,Uhm Ki-Joon,Hyun Woo,Kwon Hae-hyo,Kim Do-Young,Kim So-hyun,Full Cast & Crew
Under the Sand (2000),Original Title Sous le Sable,Status Released,Original Language French,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Charlotte Rampling,Bruno Cremer,Jacques Nolot,Alexandra Stewart,Pierre Vernier,Andrée Tainsy,Full Cast & Crew
The Helen Morgan Story (1957),Status Released,Original Language English,Runtime 1h 58m,Budget -,Revenue -,Homepage -,Release Information,Ann Blyth,Paul Newman,Richard Carlson,Gene Evans,Alan King,Cara Williams,Full Cast & Crew,
A History of Sex (2003),Status Released,Original Language English,Runtime 1h 13m,Budget -,Revenue -,Homepage -,Release Information,Laurence Fishburne,Xaviera Hollander,Andres Serrano,John Waters,Full Cast & Crew,,,
The Chosen (2015),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage http://thechosenmovie.co/,Release Information,Kian Lawley,Elizabeth Keener,Angelica Chitwood,Chris Gann,Stefanie Estes,Full Cast & Crew,,
The Pirates (2014),Original Title 해적: 바다로 간 산적,Status Released,Original Language Korean,Runtime 2h 10m,Budget -,Revenue -,Homepage http://haejuk2014.kr/,Release Information,Kim Nam-gil,Son Ye-Jin,Oh Dal-Su,Park Cheol-Min,Yoo Hae-jin,Lee Kyoung-young,Full Cast & Crew
Emmanuelle Around the World (1977),Original Title Emanuelle - Perché violenza alle donne?,Status Released,Original Language English,Runtime 1h 42m,Budget -,Revenue -,Homepage -,Release Information,Laura Gemser,Ivan Rassimov,Karin Schubert,George Eastman,Don Powell,Brigitte Petronio,Full Cast & Crew
"Kings of Leon: Live at The O2 London, England (2009)",Status Released,Original Language English,Runtime 1h 40m,Budget -,Revenue -,Homepage -,Release Information,Caleb Followill,Jared Followill,Matthew Followill,Nathan Followill,Full Cast & Crew,,,
The Outsider (2005),Status Released,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Woody Allen,Robert Downey Jr.,Neve Campbell,James Toback,Harvey Keitel,Roger Ebert,Full Cast & Crew,
A Certain Magical Index: The Miracle of Endymion (2013),Original Title 劇場版 とある魔術の禁書目録 -エンデュミオンの奇蹟-,Status Released,Original Language Japanese,Runtime 1h 30m,Budget -,Revenue -,Homepage http://www.project-index.net/,Release Information,Atsushi Abe,Yōko Hikasa,Ayane Sakura,Nozomi Sasaki,Satomi Arai,Sachika Misawa,Full Cast & Crew
Babysitters Beware (2009),Status Released,Original Language English,Runtime 1h 11m,"Budget $1,500,000.00",Revenue -,Homepage http://douglashorn.com/wordpress/projects/the-no-sit-list/,Release Information,Trenton Rogers,Rico Rodriguez,Brittany Finamore,Kate Orsini,Danny Trejo,Full Cast & Crew,,
The Trap (2017),Status Rumored,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Benicio del Toro,Al Pacino,James Franco,Robert Pattinson,Idris Elba,Richard Pis,Full Cast & Crew,
Win a Date with Tad Hamilton! (2004),Status Released,Original Language English,Runtime 1h 35m,"Budget $17,000,000.00","Revenue $16,980,098.00",Homepage -,Release Information,Josh Duhamel,Kate Bosworth,Topher Grace,Nathan Lane,Sean Hayes,Gary Cole,Full Cast & Crew,
Kirpi (2009),Status Released,Original Language English,Runtime 1h 40m,Budget -,Revenue -,Homepage http://www.kirpifilmi.com/,Release Information,Mazhar Alanson,Güven Kıraç,Full Cast & Crew,,,,,
Death Machine (1994),Status Released,Original Language English,Runtime 1h 57m,Budget -,"Revenue $1,422,749.00",Homepage -,Release Information,Ely Pouget,Brad Dourif,William Hootkins,John Sharian,Martin McDougall,Andreas Wisniewski,Full Cast & Crew,
The Affair of the Necklace (2001),Status Released,Original Language English,Runtime 1h 58m,Budget -,Revenue -,Homepage -,Release Information,Hilary Swank,Simon Baker,Christopher Walken,Hayden Panettiere,Jonathan Pryce,Adrien Brody,Full Cast & Crew,
Dark Exorcism,Status Released,Original Language English,Runtime 1h 21m,Budget -,Revenue -,Homepage -,"Release Information
      -",Login to Edit Cast & Crew,,,,,,,
